"param_row","AIC"
1,-116.943435073489
2,-116.943435073535
3,-116.94343507344
4,-116.943435073354
5,-116.943435073446
6,-116.943435073525
7,-116.943435073542
8,-116.943435073539
9,-116.943435073362
10,-116.943435073542
11,-116.943435073546
12,-116.94343507334
13,-116.943435073438
14,-116.943435073546
15,-116.943435073545
16,-116.943435073545
17,-116.943435073384
18,-116.94343507354
19,-116.943435073194
20,-116.94343507302
21,-116.943435073534
22,-116.943435073546
23,-116.943435073543
24,-116.943435073532
25,-116.943435073171
26,-116.943435073416
27,-116.943435073523
28,-116.94343507349
29,-116.943435073541
30,-116.943435073401
31,-116.943435073541
32,-116.943435073176
33,-116.943435073543
34,-116.943435073545
35,-116.943435073369
36,-116.943435073543
37,-116.943435073454
38,-116.943435073347
39,-116.943435073472
40,-116.943435073536
41,-116.943435073544
42,-116.943435073391
43,-116.943435073514
44,-116.943435073452
45,-116.94343507329
46,-116.943435073317
47,-116.943435073547
48,-116.943435073514
49,-116.943435073543
50,-116.943435072945
51,-116.943435073413
52,-116.943435073511
53,-116.943435073173
54,-116.943435072999
55,-116.943435073476
56,-116.943435073543
57,-116.943435073543
58,-116.943435073538
59,-116.943435073545
60,-116.94343507345
61,-116.943435073418
62,-116.943435073524
63,-116.943435073487
64,-116.943435073546
65,-116.943435073334
66,-116.943435073017
67,-116.943435073533
68,-116.943435073153
69,-116.943435073401
70,-116.943435073359
71,-116.943435073493
72,-116.943435073537
73,-116.943435072987
74,-116.943435073538
75,-116.943435073546
76,-116.943435073513
77,-116.943435073502
78,-116.943435073281
79,-116.943435073259
80,-116.943435073117
81,-116.943435073468
82,-116.943435073539
83,-116.943435073006
84,-116.943435073159
85,-116.943435073391
86,-116.94343507354
87,-116.943435073537
88,-116.943435073251
89,-116.943435073542
90,-116.943435073377
91,-116.943435073546
92,-116.94343507347
93,-116.943435073517
94,-116.943435073393
95,-116.94343507349
96,-116.943435073386
97,-116.943435073511
98,-116.943435073546
99,-116.943435073543
100,-116.943435073025
101,-116.943435073541
102,-116.943435073354
103,-116.943435073396
104,-116.943435073257
105,-116.943435073518
106,-116.943435073288
107,-116.943435073547
108,-116.943435073401
109,-116.943435073259
110,-116.943435073406
111,-116.94343507352
112,-116.943435073473
113,-116.943435073518
114,-116.943435073543
115,-116.943435073519
116,-116.943435073542
117,-116.943435073541
118,-116.943435073499
119,-116.94343507353
120,-116.943435073418
121,-116.943435073282
122,-116.943435073531
123,-116.943435073459
124,-116.943435073496
125,-116.943435073377
126,-116.94343507352
127,-116.943435073491
128,-116.943435073305
129,-116.943435073212
130,-116.943435073525
131,-116.943435073539
132,-116.943435073271
133,-116.943435073241
134,-116.943435073476
135,-116.943435073237
136,-116.943435073508
137,-116.943435073511
138,-116.943435073543
139,-116.943435073455
140,-116.943435073475
141,-116.943435073436
142,-116.943435073329
143,-116.943435073302
144,-116.943435073542
145,-116.943435073528
146,-116.943435073486
147,-116.943435073149
148,-116.94343507304
149,-116.943435073336
150,-116.943435073542
151,-116.943435073279
152,-116.943435073379
153,-116.943435073457
154,-116.943435073545
155,-116.943435073456
156,-116.943435073546
157,-116.943435073468
158,-116.943435073492
159,-116.943435073322
160,-116.943435073543
161,-116.943435073523
162,-116.943435073075
163,-116.943435073544
164,-116.943435073403
165,-116.943435073546
166,-116.943435073537
167,-116.943435073164
168,-116.94343507308
169,-116.943435073471
170,-116.943435072942
171,-116.943435073531
172,-116.943435073543
173,-116.943435073473
174,-116.943435073327
175,-116.94343507353
176,-116.943435073539
177,-116.943435073544
178,-116.94343507326
179,-116.943435073315
180,-116.94343507334
181,-116.943435073538
182,-116.943435072956
183,-116.943435073524
184,-116.943435073141
185,-116.943435073035
186,-116.943435073494
187,-116.943435073542
188,-116.943435073489
189,-116.943435073346
190,-116.943435073544
191,-116.94343507311
192,-116.943435073023
193,-116.943435073311
194,-116.943435073544
195,-116.943435073438
196,-116.9434350731
197,-116.943435073543
198,-116.943435072972
199,-116.943435073531
200,-116.943435073441
201,-116.943435073543
202,-116.94343507317
203,-116.943435073515
204,-116.943435073473
205,-116.943435073299
206,-116.943435073512
207,-116.943435073467
208,-116.943435073498
209,-116.943435073446
210,-116.943435073328
211,-116.943435073545
212,-116.943435073545
213,-116.943435072985
214,-116.943435072971
215,-116.943435073447
216,-116.943435073543
217,-116.943435073545
218,-116.943435073484
219,-116.943435073322
220,-116.943435073541
221,-116.943435073546
222,-116.943435073346
223,-116.943435073347
224,-116.943435073477
225,-116.943435073098
226,-116.943435073073
227,-116.943435073489
228,-116.943435073546
229,-116.943435073511
230,-116.943435073471
231,-116.94343507336
232,-116.943435073469
233,-116.943435073473
234,-116.943435073051
235,-116.94343507347
236,-116.94343507326
237,-116.943435073471
238,-116.943435073541
239,-116.943435073546
240,-116.943435073542
241,-116.943435073546
242,-116.943435073533
243,-116.943435073541
244,-116.943435073494
245,-116.943435073281
246,-116.94343507309
247,-116.943435073391
248,-116.943435073385
249,-116.943435073494
250,-116.943435073445
251,-116.943435073405
252,-116.943435073108
253,-116.943435073524
254,-116.943435073524
255,-116.943435073496
256,-116.943435073504
