"param_row","AIC"
1,-63.9061352397388
2,-63.9061352397201
3,-63.906135239751
4,-63.9061352397197
5,-63.9061352397498
6,-63.9061352397571
7,-63.906135239721
8,-63.9061352397391
9,-63.9061352397513
10,-63.9061352397399
11,-63.906135239727
12,-63.9061352397566
13,-63.9061352397353
14,-63.9061352397586
15,-63.9061352397416
16,-63.9061352397557
17,-63.9061352397469
18,-63.9061352397586
19,-63.9061352397348
20,-63.9061352397402
21,-63.906135239751
22,-63.9061352397555
23,-63.9061352397546
24,-63.9061352397007
25,-63.9061352397586
26,-63.9061352397548
27,-63.906135239751
28,-63.9061352397499
29,-63.906135239712
30,-63.9061352397585
31,-63.9061352397504
32,-63.9061352397582
33,-63.9061352397584
34,-63.906135239747
35,-63.9061352397581
36,-63.9061352397062
37,-63.9061352397392
38,-63.9061352397577
39,-63.9061352397576
40,-63.9061352397414
41,-63.906135239751
42,-63.906135239743
43,-63.9061352397488
44,-63.9061352397494
45,-63.9061352396792
46,-63.9061352397084
47,-63.9061352397224
48,-63.9061352397532
49,-63.9061352397532
50,-63.9061352397559
51,-63.9061352397564
52,-63.9061352397313
53,-63.9061352397583
54,-63.9061352397576
55,-63.9061352397558
56,-63.9061352397577
57,-63.9061352397475
58,-63.9061352397383
59,-63.9061352397584
60,-63.9061352397406
61,-63.9061352397154
62,-63.9061352397265
63,-63.9061352397257
64,-63.9061352397575
65,-63.9061352397557
66,-63.9061352397584
67,-63.906135239711
68,-63.9061352397567
69,-63.9061352397538
70,-63.9061352397585
71,-63.9061352397529
72,-63.9061352397583
73,-63.9061352397543
74,-63.9061352397575
75,-63.9061352397586
76,-63.9061352397498
77,-63.9061352397481
78,-63.9061352397394
79,-63.9061352397355
80,-63.9061352397413
81,-63.9061352397185
82,-63.9061352396876
83,-63.906135239757
84,-63.9061352397588
85,-63.9061352397571
86,-63.9061352397569
87,-63.9061352397575
88,-63.9061352397556
89,-63.9061352397578
90,-63.9061352397434
91,-63.9061352397575
92,-63.9061352397394
93,-63.9061352397575
94,-63.9061352397566
95,-63.9061352397166
96,-63.9061352397514
97,-63.9061352397278
98,-63.9061352397363
99,-63.9061352397581
100,-63.9061352397562
101,-63.9061352397444
102,-63.9061352396843
103,-63.9061352397243
104,-63.9061352397538
105,-63.9061352397384
106,-63.9061352397584
107,-63.906135239756
108,-63.9061352397026
109,-63.9061352397404
110,-63.906135239728
111,-63.906135239753
112,-63.9061352397209
113,-63.9061352397587
114,-63.9061352397112
115,-63.9061352396995
116,-63.9061352397479
117,-63.9061352397134
118,-63.9061352397578
119,-63.9061352397551
120,-63.9061352397451
121,-63.9061352397409
122,-63.9061352397356
123,-63.9061352397329
124,-63.9061352397568
125,-63.9061352397534
126,-63.9061352397577
127,-63.9061352397482
128,-63.9061352397275
129,-63.9061352397382
130,-63.9061352397508
131,-63.9061352397556
132,-63.9061352397387
133,-63.9061352397526
134,-63.9061352397495
135,-63.9061352397583
136,-63.906135239721
137,-63.9061352397557
138,-63.9061352397587
139,-63.9061352397583
140,-63.906135239758
141,-63.9061352397485
142,-63.9061352396568
143,-63.906135239737
144,-63.9061352397563
145,-63.9061352397583
146,-63.9061352397586
147,-63.9061352397578
148,-63.9061352397338
149,-63.9061352397534
150,-63.9061352397494
151,-63.906135239757
152,-63.906135239716
153,-63.9061352397511
154,-63.9061352397427
155,-63.9061352397574
156,-63.9061352397198
157,-63.9061352397331
158,-63.9061352397351
159,-63.9061352397587
160,-63.9061352397581
161,-63.9061352397509
162,-63.906135239758
163,-63.9061352397502
164,-63.9061352396815
165,-63.9061352397351
166,-63.9061352397412
167,-63.9061352396722
168,-63.9061352397381
169,-63.9061352397243
170,-63.9061352397587
171,-63.9061352397324
172,-63.9061352397399
173,-63.9061352397517
174,-63.9061352397482
175,-63.9061352397242
176,-63.9061352397159
177,-63.9061352397319
178,-63.9061352397583
179,-63.906135239749
180,-63.906135239758
181,-63.9061352396914
182,-63.9061352397359
183,-63.9061352397586
184,-63.9061352397514
185,-63.9061352397301
186,-63.9061352397517
187,-63.9061352397431
188,-63.906135239752
189,-63.9061352397552
190,-63.9061352397483
191,-63.9061352397481
192,-63.9061352397567
193,-63.9061352397583
194,-63.9061352397554
195,-63.9061352397396
196,-63.906135239738
197,-63.9061352397583
198,-63.906135239699
199,-63.9061352397524
200,-63.9061352397578
201,-63.9061352397583
202,-63.906135239743
203,-63.9061352397458
204,-63.9061352397438
205,-63.9061352397307
206,-63.9061352397519
207,-63.9061352397086
208,-63.9061352397354
209,-63.9061352397152
210,-63.9061352397587
211,-63.9061352397484
212,-63.9061352397429
213,-63.9061352397558
214,-63.9061352397576
215,-63.9061352397557
216,-63.9061352397337
217,-63.9061352397541
218,-63.9061352397206
219,-63.9061352397171
220,-63.9061352397457
221,-63.9061352397337
222,-63.9061352397498
223,-63.9061352397399
224,-63.9061352397585
225,-63.9061352397571
226,-63.9061352397399
227,-63.906135239742
228,-63.9061352397576
229,-63.9061352397303
230,-63.9061352397455
231,-63.9061352397586
232,-63.9061352397473
233,-63.9061352397482
234,-63.9061352397576
235,-63.9061352397509
236,-63.9061352397542
237,-63.9061352397454
238,-63.9061352397384
239,-63.9061352396728
240,-63.9061352397563
241,-63.9061352397526
242,-63.9061352397526
243,-63.9061352397571
244,-63.906135239738
245,-63.9061352397513
246,-63.9061352397398
247,-63.9061352397512
248,-63.9061352397582
249,-63.9061352397578
250,-63.9061352397485
251,-63.9061352397279
252,-63.906135239749
253,-63.9061352397576
254,-63.9061352397579
255,-63.9061352397531
256,-63.9061352397227
257,-63.9061352397572
258,-63.9061352397538
259,-63.9061352397543
260,-63.9061352397286
261,-63.9061352397536
262,-63.9061352397322
263,-63.9061352397384
264,-63.9061352396437
265,-63.906135239757
266,-63.9061352397575
267,-63.9061352397562
268,-63.9061352396683
269,-63.9061352396963
270,-63.9061352397366
271,-63.9061352397563
272,-63.9061352397574
273,-63.9061352397336
274,-63.9061352397584
275,-63.906135239742
276,-63.9061352397496
277,-63.9061352397584
278,-63.9061352397433
279,-63.9061352397557
280,-63.9061352397504
281,-63.9061352397347
282,-63.9061352397585
283,-63.9061352397201
284,-63.9061352397521
285,-63.9061352397571
286,-63.9061352397462
287,-63.9061352397465
288,-63.9061352397376
289,-63.9061352397579
290,-63.9061352397562
291,-63.9061352397541
292,-63.9061352397568
293,-63.9061352397437
294,-63.9061352397569
295,-63.9061352397573
296,-63.9061352396909
297,-63.9061352397565
298,-63.9061352397574
299,-63.9061352397406
300,-63.9061352397409
301,-63.9061352397451
302,-63.9061352397583
303,-63.9061352397311
304,-63.9061352397517
305,-63.9061352397372
306,-63.9061352397457
307,-63.9061352397583
308,-63.9061352397587
309,-63.9061352397479
310,-63.9061352397558
311,-63.9061352397415
312,-63.9061352397583
313,-63.9061352397552
314,-63.9061352397585
315,-63.9061352397443
316,-63.9061352397209
317,-63.9061352397585
318,-63.9061352397061
319,-63.9061352396877
320,-63.9061352397553
321,-63.9061352397381
322,-63.9061352397485
323,-63.906135239739
324,-63.9061352397586
325,-63.9061352397583
326,-63.9061352397577
327,-63.9061352397563
328,-63.9061352397546
329,-63.9061352397257
330,-63.9061352396905
331,-63.906135239756
332,-63.9061352397557
333,-63.9061352396836
334,-63.9061352397568
335,-63.9061352397452
336,-63.9061352397311
337,-63.9061352397583
338,-63.9061352397572
339,-63.9061352397204
340,-63.9061352397291
341,-63.9061352397538
342,-63.9061352397379
343,-63.9061352397538
344,-63.9061352397337
345,-63.9061352397515
346,-63.9061352397574
347,-63.9061352397583
348,-63.9061352397178
349,-63.9061352397587
350,-63.9061352397583
351,-63.9061352397587
352,-63.9061352397543
353,-63.9061352397562
354,-63.9061352397558
355,-63.9061352397581
356,-63.906135239739
357,-63.9061352397514
358,-63.9061352397575
359,-63.9061352397414
360,-63.9061352397266
361,-63.9061352397357
362,-63.9061352397584
363,-63.9061352397555
364,-63.9061352397581
365,-63.9061352397582
366,-63.9061352397534
367,-63.9061352397368
368,-63.9061352397529
369,-63.9061352397522
370,-63.9061352397317
371,-63.9061352397397
372,-63.9061352397571
373,-63.9061352397529
374,-63.9061352397232
375,-63.9061352397199
376,-63.9061352397569
377,-63.9061352397583
378,-63.906135239757
379,-63.9061352397576
380,-63.9061352397587
381,-63.9061352397587
382,-63.9061352397542
383,-63.9061352397517
384,-63.9061352397406
385,-63.9061352397308
386,-63.9061352397463
387,-63.9061352397202
388,-63.9061352397582
389,-63.9061352397587
390,-63.9061352397502
391,-63.9061352397552
392,-63.9061352397537
393,-63.9061352396862
394,-63.9061352397534
395,-63.9061352397584
396,-63.9061352397587
397,-63.9061352397492
398,-63.906135239757
399,-63.9061352397583
400,-63.9061352397586
401,-63.9061352397439
402,-63.9061352397476
403,-63.9061352397549
404,-63.9061352397411
405,-63.9061352396993
406,-63.9061352397331
407,-63.9061352397409
408,-63.9061352397517
409,-63.9061352396918
410,-63.9061352397577
411,-63.9061352397422
412,-63.9061352397562
413,-63.9061352397312
414,-63.906135239684
415,-63.9061352397587
416,-63.9061352397567
417,-63.9061352397423
418,-63.9061352397587
419,-63.9061352397355
420,-63.9061352397509
421,-63.906135239757
422,-63.906135239737
423,-63.9061352397248
424,-63.9061352397524
425,-63.9061352397561
426,-63.9061352397385
427,-63.9061352397323
428,-63.9061352397585
429,-63.9061352397569
430,-63.9061352397373
431,-63.9061352397166
432,-63.9061352397565
433,-63.9061352397219
434,-63.9061352397569
435,-63.9061352396553
436,-63.9061352397575
437,-63.9061352397508
438,-63.906135239751
439,-63.9061352397581
440,-63.906135239648
441,-63.9061352397301
442,-63.9061352397542
443,-63.9061352397574
444,-63.9061352397249
445,-63.9061352397419
446,-63.9061352397578
447,-63.9061352397452
448,-63.9061352397565
449,-63.906135239754
450,-63.9061352397512
451,-63.9061352396439
452,-63.9061352397576
453,-63.9061352397292
454,-63.9061352396989
