"param_row","AIC"
1,-157.009003961469
2,-157.009003961544
3,-157.009003960875
4,-157.009003960676
5,-157.009003961618
6,-157.009003961342
7,-157.009003961367
8,-157.009003961493
9,-157.009003961491
10,-157.009003960707
11,-157.009003961094
12,-157.009003961382
13,-157.009003958412
14,-157.009003961465
15,-157.009003957693
16,-157.009003961643
17,-157.009003961589
18,-157.009003961169
19,-157.009003961649
20,-157.009003961556
21,-157.009003961536
22,-157.009003961657
23,-157.009003961506
24,-157.00900396074
25,-157.0090039613
26,-157.009003961391
27,-157.009003961489
28,-157.009003961211
29,-157.009003961476
30,-157.009003959939
31,-157.009003961353
32,-157.009003961594
33,-157.009003961637
34,-157.009003961671
35,-157.009003961563
36,-157.009003961635
37,-157.009003961323
38,-157.009003961519
39,-157.009003961496
40,-157.009003959703
41,-157.009003961537
42,-157.009003959449
43,-157.009003958123
44,-157.009003960679
45,-157.009003961375
46,-157.009003961618
47,-157.00900396147
48,-157.009003960905
49,-157.009003961303
50,-157.009003961121
51,-157.00900396148
52,-157.009003961322
53,-157.009003961053
54,-157.009003961491
55,-157.009003961418
56,-157.009003960747
57,-157.009003961653
58,-157.009003961344
59,-157.009003961606
60,-157.009003958523
61,-157.009003957869
62,-157.009003961104
63,-157.009003961587
64,-157.009003961628
65,-157.009003961422
66,-157.009003960802
67,-157.009003961071
68,-157.009003961538
69,-157.00900396104
70,-157.009003958861
71,-157.00900396135
72,-157.009003959063
73,-157.009003961375
74,-157.009003960489
75,-157.009003957724
76,-157.009003961317
77,-157.009003960843
78,-157.009003961644
79,-157.009003961565
80,-157.009003961405
81,-157.009003961617
82,-157.009003961269
83,-157.009003961458
84,-157.009003961657
85,-157.009003958821
86,-157.009003961618
87,-157.009003961543
88,-157.009003961489
89,-157.009003961549
90,-157.009003961071
91,-157.0090039611
92,-157.009003961182
93,-157.009003959719
94,-157.009003960841
95,-157.009003959824
96,-157.009003960599
97,-157.009003961346
98,-157.00900396122
99,-157.009003960839
100,-157.009003958309
101,-157.009003959844
102,-157.009003961309
103,-157.009003961589
104,-157.009003961537
105,-157.009003957697
106,-157.00900396135
107,-157.009003960379
108,-157.009003960118
109,-157.009003961664
110,-157.009003961262
111,-157.009003961324
112,-157.009003961601
113,-157.009003961667
114,-157.009003960972
115,-157.009003961499
116,-157.009003958635
117,-157.009003959866
118,-157.009003957678
119,-157.009003961617
120,-157.009003961267
121,-157.009003961356
122,-157.009003961519
123,-157.009003960843
124,-157.009003957663
125,-157.009003959936
126,-157.009003958599
127,-157.009003961397
128,-157.009003960834
129,-157.009003960754
130,-157.009003960901
131,-157.009003961464
132,-157.0090039615
133,-157.00900396143
134,-157.009003961507
135,-157.009003961621
136,-157.009003961549
137,-157.00900396113
138,-157.009003961618
139,-157.009003961234
140,-157.009003961502
141,-157.009003961608
142,-157.009003960892
143,-157.009003961317
144,-157.009003960985
145,-157.009003959912
146,-157.009003961487
147,-157.009003961598
148,-157.009003961522
149,-157.009003961565
150,-157.00900396144
151,-157.009003960814
152,-157.009003961475
153,-157.009003961669
154,-157.009003960621
155,-157.009003961654
156,-157.009003961479
157,-157.009003961487
158,-157.009003961409
159,-157.009003961134
160,-157.009003961669
161,-157.009003961508
162,-157.009003960258
163,-157.00900396146
164,-157.009003961529
165,-157.009003961511
166,-157.009003961617
167,-157.009003961599
168,-157.009003961329
169,-157.009003961424
170,-157.009003961331
171,-157.009003961511
172,-157.009003960621
173,-157.009003961657
174,-157.009003961594
175,-157.00900396146
176,-157.009003961327
177,-157.009003961317
178,-157.009003961201
179,-157.009003961545
180,-157.009003961134
181,-157.009003961033
182,-157.009003961615
183,-157.009003961457
184,-157.009003958073
