"param_row","AIC"
1,-44.2030166813599
2,-44.203016682065
3,-44.2030166820727
4,-44.2030166818958
5,-44.2030166820785
6,-44.2030166820475
7,-44.203016682041
8,-44.2030166820826
9,-44.2030166819042
10,-44.2030166820798
11,-44.2030166820601
12,-44.2030166820648
13,-44.2030166820728
14,-44.2030166820762
15,-44.2030166819664
16,-44.2030166819639
17,-44.2030166819292
18,-44.2030166820102
19,-44.2030166816107
20,-44.2030166820452
21,-44.2030166820778
22,-44.2030166820561
23,-44.2030166820084
24,-44.2030166819237
25,-44.2030166818844
26,-44.2030166820586
27,-44.2030166819584
28,-44.2030166814163
29,-44.2030166820735
30,-44.2030166820028
31,-44.2030166820493
32,-44.2030166820765
33,-44.2030166820793
34,-44.2030166820421
35,-44.2030166820824
36,-44.2030166815753
37,-44.2030166820702
38,-44.2030166820636
39,-44.2030166820554
40,-44.2030166819678
41,-44.2030166819783
42,-44.2030166820779
43,-44.2030166820809
44,-44.203016681685
45,-44.2030166820181
46,-44.2030166820646
47,-44.2030166819137
48,-44.2030166820794
49,-44.2030166819304
50,-44.2030166817489
51,-44.2030166814783
52,-44.2030166820775
53,-44.2030166820584
54,-44.2030166820774
55,-44.2030166819659
56,-44.2030166820773
57,-44.2030166819767
58,-44.203016682074
59,-44.2030166817401
60,-44.2030166814291
61,-44.2030166820822
62,-44.2030166820814
63,-44.2030166820578
64,-44.2030166815753
65,-44.2030166820564
66,-44.2030166820556
67,-44.2030166820823
68,-44.2030166819723
69,-44.2030166820038
70,-44.2030166820512
71,-44.2030166816857
72,-44.2030166820668
73,-44.2030166815434
74,-44.2030166820535
75,-44.2030166819417
76,-44.2030166819518
77,-44.2030166820289
78,-44.2030166820703
79,-44.2030166814498
80,-44.2030166820695
81,-44.2030166818727
82,-44.20301668196
83,-44.2030166819114
84,-44.2030166820778
85,-44.203016682037
86,-44.2030166820289
87,-44.2030166820427
88,-44.2030166820069
89,-44.2030166820181
90,-44.2030166819007
91,-44.2030166818076
92,-44.203016682059
93,-44.2030166819665
94,-44.2030166820752
95,-44.2030166819689
96,-44.2030166820686
97,-44.2030166817383
98,-44.2030166820222
99,-44.2030166820788
100,-44.2030166820794
101,-44.2030166817053
102,-44.2030166820768
103,-44.2030166820429
104,-44.2030166820202
105,-44.2030166820728
106,-44.2030166819707
107,-44.2030166820795
108,-44.2030166816902
109,-44.2030166820374
110,-44.2030166820387
111,-44.2030166820753
112,-44.2030166820549
113,-44.2030166820529
114,-44.2030166820766
115,-44.2030166815312
116,-44.203016682035
117,-44.2030166818604
118,-44.2030166814626
119,-44.2030166820232
120,-44.203016682076
121,-44.2030166817718
122,-44.2030166820825
123,-44.203016682076
124,-44.2030166820669
125,-44.2030166819798
126,-44.2030166814146
127,-44.2030166820763
128,-44.2030166820792
129,-44.2030166820329
130,-44.2030166820815
131,-44.2030166819986
132,-44.2030166820815
133,-44.203016682044
134,-44.203016682076
135,-44.203016681394
136,-44.2030166817133
137,-44.2030166820332
138,-44.2030166820393
139,-44.2030166820686
140,-44.2030166820578
141,-44.20301668208
142,-44.2030166818243
143,-44.2030166820778
144,-44.203016682047
145,-44.2030166820602
146,-44.2030166820168
147,-44.2030166820386
148,-44.2030166820468
149,-44.203016682028
150,-44.2030166819575
151,-44.2030166820827
152,-44.2030166818919
153,-44.203016681462
154,-44.203016681748
155,-44.2030166820233
156,-44.2030166820402
157,-44.20301668207
158,-44.2030166820716
159,-44.2030166819192
160,-44.2030166820109
161,-44.2030166820308
162,-44.2030166820541
163,-44.2030166820455
164,-44.2030166820168
165,-44.2030166820331
166,-44.2030166814837
167,-44.2030166820326
168,-44.2030166820225
169,-44.203016682081
170,-44.2030166820809
171,-44.2030166820808
172,-44.2030166820443
173,-44.203016682076
174,-44.2030166820802
175,-44.2030166818892
176,-44.2030166820108
177,-44.2030166816347
178,-44.2030166820509
179,-44.203016682088
180,-44.2030166820821
181,-44.2030166820101
182,-44.2030166813925
183,-44.2030166820689
184,-44.2030166820782
185,-44.2030166820808
186,-44.2030166820655
187,-44.2030166820266
188,-44.2030166820054
189,-44.203016681886
190,-44.2030166820354
191,-44.2030166820629
192,-44.2030166820768
193,-44.2030166820276
194,-44.2030166820668
195,-44.2030166820725
196,-44.2030166820605
197,-44.2030166820797
198,-44.2030166820609
199,-44.2030166820386
200,-44.2030166820759
201,-44.2030166820853
202,-44.2030166820536
203,-44.2030166817829
204,-44.2030166820805
205,-44.2030166820017
206,-44.20301668204
207,-44.203016682076
208,-44.2030166820289
209,-44.2030166818985
210,-44.2030166820724
211,-44.203016682066
212,-44.2030166820688
213,-44.2030166814483
214,-44.2030166814827
215,-44.2030166820542
216,-44.2030166814802
217,-44.203016682072
218,-44.2030166820158
219,-44.2030166817271
220,-44.2030166820626
221,-44.2030166820081
222,-44.2030166820755
223,-44.2030166819932
224,-44.2030166820751
225,-44.2030166820819
226,-44.2030166820751
227,-44.2030166820784
228,-44.2030166820684
229,-44.2030166820716
230,-44.2030166819104
231,-44.203016682078
232,-44.2030166816704
233,-44.2030166820574
234,-44.203016682077
235,-44.2030166820784
236,-44.2030166820245
237,-44.2030166820735
238,-44.2030166820793
239,-44.2030166820692
240,-44.2030166819053
241,-44.2030166820468
242,-44.2030166820468
243,-44.2030166820421
244,-44.2030166819028
245,-44.2030166814415
246,-44.2030166820735
247,-44.2030166819864
248,-44.2030166820681
249,-44.2030166820516
250,-44.2030166820282
251,-44.2030166820706
252,-44.2030166820742
253,-44.2030166816905
254,-44.2030166820777
255,-44.2030166818697
256,-44.2030166818834
257,-44.2030166820708
258,-44.2030166820679
259,-44.2030166819148
260,-44.2030166818905
261,-44.2030166820811
262,-44.2030166820419
263,-44.2030166820637
264,-44.2030166813657
265,-44.2030166820779
266,-44.2030166820689
267,-44.2030166820729
268,-44.2030166820743
269,-44.2030166820152
270,-44.2030166817832
271,-44.2030166820402
272,-44.2030166820468
273,-44.2030166814477
274,-44.2030166818451
275,-44.2030166820689
276,-44.2030166819915
277,-44.2030166820486
278,-44.2030166820011
279,-44.2030166819769
280,-44.203016682069
281,-44.2030166814188
282,-44.20301668208
283,-44.2030166816517
284,-44.2030166820823
285,-44.2030166818461
286,-44.2030166820818
287,-44.2030166820342
288,-44.2030166820562
289,-44.2030166820424
290,-44.2030166820702
291,-44.2030166820811
292,-44.2030166820312
293,-44.2030166819692
294,-44.2030166820197
295,-44.2030166819443
296,-44.2030166819628
297,-44.2030166819495
298,-44.2030166820147
299,-44.2030166820818
300,-44.2030166820264
301,-44.2030166820604
302,-44.2030166819626
303,-44.2030166820623
304,-44.2030166814912
305,-44.2030166820387
306,-44.2030166819352
307,-44.203016682032
308,-44.2030166814274
309,-44.2030166818629
310,-44.20301668206
311,-44.2030166820483
312,-44.2030166820768
313,-44.2030166820565
314,-44.2030166820632
315,-44.2030166820789
316,-44.203016682079
317,-44.2030166819775
318,-44.2030166816029
319,-44.2030166820692
320,-44.2030166820561
321,-44.2030166820823
322,-44.2030166819803
323,-44.2030166820059
324,-44.2030166820811
325,-44.2030166819554
326,-44.2030166820804
327,-44.2030166820709
328,-44.203016682045
329,-44.2030166820805
330,-44.2030166820196
331,-44.2030166816139
332,-44.2030166820205
333,-44.2030166814243
334,-44.2030166818364
335,-44.2030166816817
336,-44.2030166820759
337,-44.2030166820348
338,-44.2030166820344
339,-44.2030166820568
340,-44.2030166819113
341,-44.2030166816406
342,-44.2030166819292
343,-44.2030166820814
344,-44.2030166820246
345,-44.2030166820707
346,-44.2030166820736
347,-44.2030166820445
348,-44.2030166820726
349,-44.2030166820429
350,-44.2030166820788
351,-44.2030166819581
352,-44.2030166820365
353,-44.2030166815126
354,-44.2030166820542
355,-44.2030166814856
356,-44.2030166820479
357,-44.2030166820591
358,-44.203016682017
359,-44.2030166820736
360,-44.2030166820178
361,-44.2030166820331
362,-44.203016682029
363,-44.2030166820036
364,-44.2030166820682
365,-44.2030166820745
366,-44.2030166817147
367,-44.2030166820645
368,-44.2030166818372
369,-44.2030166820161
370,-44.203016682024
371,-44.2030166818265
372,-44.2030166820825
373,-44.2030166820787
374,-44.2030166815068
375,-44.2030166820775
376,-44.203016682072
377,-44.2030166819585
378,-44.2030166820782
379,-44.203016681941
380,-44.2030166820699
381,-44.2030166820444
382,-44.2030166819772
383,-44.203016682056
384,-44.2030166820212
385,-44.2030166820503
386,-44.2030166814008
387,-44.2030166819687
388,-44.2030166820514
389,-44.2030166820377
390,-44.2030166819485
391,-44.2030166820734
392,-44.2030166820548
393,-44.2030166820364
394,-44.2030166820118
395,-44.2030166817926
396,-44.2030166820559
397,-44.2030166819894
398,-44.2030166820884
399,-44.203016682079
400,-44.2030166820461
