"param_row","AIC"
1,-68.1484220941683
2,-68.1484220941675
3,-68.1484220940385
4,-68.1484220940961
5,-68.148422094136
6,-68.1484220940644
7,-68.1484220941207
8,-68.1484220941681
9,-68.1484220941682
10,-68.1484220940953
11,-68.1484220940878
12,-68.1484220940522
13,-68.1484220941683
14,-68.148422094127
15,-68.1484220940516
16,-68.1484220941685
17,-68.1484220941604
18,-68.1484220941679
19,-68.1484220940276
20,-68.1484220941686
21,-68.1484220941442
22,-68.1484220941106
23,-68.1484220941272
24,-68.1484220941228
25,-68.1484220941106
26,-68.1484220941685
27,-68.1484220941673
28,-68.1484220941024
29,-68.1484220941421
30,-68.1484220941417
31,-68.1484220941684
32,-68.1484220940726
33,-68.1484220941682
34,-68.1484220941387
35,-68.1484220941466
36,-68.1484220941239
37,-68.1484220940915
38,-68.1484220941684
39,-68.1484220941684
40,-68.1484220940393
41,-68.1484220941269
42,-68.1484220940813
43,-68.1484220941684
44,-68.1484220941682
45,-68.1484220940582
46,-68.1484220941398
47,-68.1484220941586
48,-68.148422094168
49,-68.1484220941682
50,-68.1484220941681
51,-68.148422094156
52,-68.1484220941451
53,-68.1484220941635
54,-68.1484220941684
55,-68.148422094122
56,-68.1484220941597
57,-68.148422094102
58,-68.1484220941455
59,-68.1484220940674
60,-68.1484220941681
61,-68.1484220941676
62,-68.1484220941684
63,-68.1484220941665
64,-68.1484220941528
65,-68.1484220941681
66,-68.1484220941685
67,-68.1484220941686
68,-68.1484220941681
69,-68.1484220940725
70,-68.1484220941316
71,-68.1484220941397
72,-68.1484220941143
73,-68.1484220940579
74,-68.1484220941233
75,-68.1484220941683
76,-68.1484220941684
77,-68.1484220940426
78,-68.1484220941534
79,-68.1484220941683
80,-68.1484220940806
81,-68.1484220941686
82,-68.1484220941683
83,-68.1484220941559
84,-68.1484220941272
85,-68.1484220941429
86,-68.1484220941272
87,-68.1484220941641
88,-68.1484220941672
89,-68.148422094166
90,-68.1484220940599
91,-68.1484220941293
92,-68.1484220940087
93,-68.1484220940481
94,-68.1484220941685
95,-68.1484220941683
96,-68.1484220941483
97,-68.148422094151
98,-68.1484220941683
99,-68.1484220941657
100,-68.1484220941258
101,-68.1484220941442
102,-68.1484220940901
103,-68.1484220941431
104,-68.1484220941683
105,-68.1484220941685
106,-68.1484220941686
107,-68.1484220941294
108,-68.1484220941408
109,-68.1484220941442
110,-68.1484220941331
111,-68.14842209416
112,-68.1484220941116
113,-68.1484220941678
114,-68.1484220941492
115,-68.1484220940496
116,-68.1484220941405
117,-68.1484220941682
118,-68.1484220941118
119,-68.1484220941119
120,-68.1484220941408
121,-68.1484220940922
122,-68.1484220941682
123,-68.1484220941109
124,-68.1484220940873
125,-68.1484220940891
126,-68.1484220940529
127,-68.1484220940282
128,-68.1484220941685
129,-68.1484220941686
130,-68.1484220940168
131,-68.1484220940169
132,-68.1484220941362
133,-68.1484220941685
134,-68.1484220940921
135,-68.1484220941243
136,-68.1484220941641
137,-68.1484220941685
138,-68.1484220940744
139,-68.1484220940502
140,-68.1484220940299
141,-68.1484220941683
142,-68.1484220941459
143,-68.1484220940358
144,-68.1484220941028
145,-68.1484220940708
146,-68.1484220941568
147,-68.1484220941313
148,-68.1484220941683
149,-68.1484220940337
150,-68.1484220941173
151,-68.1484220941684
152,-68.1484220941494
153,-68.1484220941687
154,-68.1484220941685
155,-68.1484220941686
156,-68.148422094168
157,-68.1484220941481
158,-68.1484220941364
159,-68.1484220941685
160,-68.1484220941649
161,-68.1484220941361
162,-68.1484220940418
163,-68.1484220940382
164,-68.1484220941166
165,-68.1484220940518
166,-68.1484220941683
167,-68.1484220940911
168,-68.1484220941453
169,-68.1484220941658
170,-68.148422094154
171,-68.1484220940818
172,-68.1484220941679
173,-68.1484220941537
174,-68.1484220940631
175,-68.1484220941131
176,-68.1484220941685
177,-68.148422094118
178,-68.1484220941323
179,-68.1484220940932
180,-68.1484220941686
181,-68.1484220940607
182,-68.1484220941268
183,-68.1484220941679
184,-68.1484220940971
185,-68.1484220941685
186,-68.1484220941685
187,-68.1484220941685
188,-68.1484220941667
189,-68.1484220940978
190,-68.1484220941678
191,-68.1484220941667
192,-68.1484220941683
193,-68.148422094099
194,-68.1484220941184
195,-68.1484220941682
196,-68.1484220941682
197,-68.148422094109
198,-68.1484220940332
199,-68.1484220940576
200,-68.1484220941665
201,-68.1484220941008
202,-68.1484220941685
203,-68.148422094095
204,-68.1484220941683
205,-68.1484220941255
206,-68.1484220941683
207,-68.1484220941682
208,-68.1484220940666
209,-68.1484220941227
210,-68.1484220941199
211,-68.1484220941684
212,-68.1484220940975
213,-68.1484220941685
214,-68.1484220941685
215,-68.1484220941684
216,-68.1484220940577
217,-68.1484220940376
218,-68.1484220941457
219,-68.1484220940855
220,-68.1484220941681
221,-68.1484220940219
222,-68.1484220941684
223,-68.1484220941679
224,-68.1484220941683
225,-68.1484220941681
226,-68.1484220940429
227,-68.1484220941687
228,-68.1484220941334
229,-68.1484220941223
230,-68.1484220941621
231,-68.1484220940443
232,-68.1484220941317
233,-68.1484220940958
234,-68.1484220941167
235,-68.1484220941039
236,-68.1484220941683
237,-68.1484220941683
238,-68.1484220941064
239,-68.1484220941161
240,-68.148422094164
241,-68.1484220940517
242,-68.1484220941685
243,-68.1484220941225
244,-68.1484220941654
245,-68.1484220941682
246,-68.1484220941669
247,-68.1484220941079
248,-68.1484220940311
249,-68.1484220941635
250,-68.1484220940955
251,-68.148422094125
252,-68.1484220940095
253,-68.1484220941237
254,-68.1484220941683
255,-68.1484220940903
256,-68.1484220940319
257,-68.1484220940104
258,-68.1484220941677
259,-68.1484220940787
260,-68.1484220941625
261,-68.1484220940622
262,-68.1484220940715
263,-68.1484220941684
264,-68.1484220941536
265,-68.1484220940478
266,-68.1484220941684
267,-68.1484220941682
268,-68.1484220941256
269,-68.1484220940607
270,-68.1484220940259
271,-68.1484220941584
272,-68.1484220941476
273,-68.1484220941685
274,-68.1484220941152
275,-68.1484220941687
276,-68.1484220941684
277,-68.1484220940963
278,-68.1484220940123
279,-68.1484220941535
280,-68.1484220941295
281,-68.1484220941685
282,-68.1484220941358
283,-68.1484220941082
284,-68.1484220941684
285,-68.148422094123
286,-68.1484220941646
287,-68.1484220940222
288,-68.1484220941686
289,-68.1484220941
290,-68.1484220940813
291,-68.1484220941687
292,-68.1484220940543
293,-68.1484220941525
294,-68.1484220941682
295,-68.1484220940601
296,-68.1484220941685
297,-68.1484220941686
298,-68.1484220941685
299,-68.148422094168
300,-68.1484220941322
301,-68.1484220941454
302,-68.1484220941461
303,-68.148422094168
304,-68.1484220941022
305,-68.1484220941684
306,-68.1484220941685
307,-68.1484220941686
308,-68.1484220941672
309,-68.1484220941439
310,-68.148422094135
311,-68.1484220941665
312,-68.1484220940661
313,-68.1484220941342
314,-68.1484220941686
315,-68.1484220941683
316,-68.1484220940598
317,-68.1484220940989
318,-68.1484220941189
319,-68.1484220941173
320,-68.1484220941661
321,-68.1484220941687
322,-68.1484220941671
323,-68.1484220941107
324,-68.1484220940863
325,-68.148422094127
326,-68.1484220940368
327,-68.148422094107
328,-68.1484220941343
329,-68.1484220941448
330,-68.148422094061
331,-68.1484220941678
332,-68.1484220941433
333,-68.1484220941279
334,-68.1484220941684
335,-68.1484220941104
336,-68.1484220941684
337,-68.1484220941024
338,-68.1484220941658
339,-68.1484220941422
340,-68.1484220941507
341,-68.1484220940077
342,-68.1484220941683
343,-68.1484220941442
344,-68.1484220941682
345,-68.1484220941678
346,-68.1484220940435
347,-68.1484220941687
348,-68.1484220941224
349,-68.1484220941683
350,-68.1484220941681
351,-68.1484220941684
352,-68.1484220941143
353,-68.1484220941682
354,-68.1484220941682
355,-68.1484220940943
356,-68.1484220941502
357,-68.1484220941682
358,-68.1484220941189
359,-68.1484220941633
360,-68.1484220941683
361,-68.1484220940975
362,-68.1484220941685
363,-68.1484220941604
364,-68.1484220940441
365,-68.1484220941291
366,-68.1484220940501
367,-68.1484220941563
368,-68.1484220940409
369,-68.1484220941096
370,-68.1484220941065
371,-68.1484220941107
372,-68.1484220941589
373,-68.1484220941361
374,-68.1484220941683
375,-68.1484220941686
376,-68.1484220941523
377,-68.1484220941273
378,-68.1484220941684
379,-68.1484220941674
380,-68.1484220940945
381,-68.1484220940613
382,-68.1484220941685
383,-68.1484220941684
384,-68.1484220941395
385,-68.1484220941469
386,-68.1484220941683
387,-68.1484220941312
388,-68.1484220940111
389,-68.148422094168
390,-68.1484220941609
391,-68.1484220941361
392,-68.1484220941637
393,-68.1484220941686
394,-68.1484220941683
395,-68.1484220941684
396,-68.1484220940532
397,-68.1484220941685
398,-68.1484220941681
399,-68.1484220941072
400,-68.1484220941686
401,-68.1484220941685
402,-68.1484220940563
403,-68.1484220941674
